date current wind salinity temperature
2011-11-28 0.47516727 5.2935724 35.88965 24.002443
2011-11-29 0.4067248 8.364508 35.882626 23.89613
2011-11-30 0.3358278 5.9163065 35.87963 23.877928
2011-12-01 0.30249608 4.483005 35.881466 23.97881
2011-12-02 0.41479218 12.879202 35.87369 23.814137
2011-12-03 0.4287878 12.328354 35.88641 24.078318
2011-12-04 0.3724493 8.593284 35.89391 24.204844
2011-12-05 0.3355314 9.576041 35.89086 24.122404
2011-12-06 0.38053948 10.821829 35.883682 24.001814
2011-12-07 0.40106833 6.9329486 35.86769 24.127653
2011-12-08 0.40373984 6.6314235 35.879753 24.235746
2011-12-09 0.41588214 5.235693 35.880196 24.336836
2011-12-10 0.420992 6.3558397 35.884037 24.459385
2011-12-11 0.43280098 7.0195355 35.883045 24.529177
2011-12-12 0.4593758 7.112853 35.747593 24.534351
2011-12-13 0.43158767 4.6799097 35.783867 24.474339
2011-12-14 0.3974817 5.8772564 35.800518 24.557076
2011-12-15 0.36329374 8.026115 35.812107 24.643623
2011-12-16 0.33895618 9.524356 35.828125 24.78719
2011-12-17 0.34337193 9.877371 35.84482 24.930193
2011-12-18 0.29017696 9.046581 35.84972 24.906704
2011-12-19 0.29771096 6.7932243 35.849766 24.861578
2011-12-20 0.36148602 5.7389464 35.8457 24.839045
2011-12-21 0.4285993 8.854704 35.84281 24.819124
2011-12-22 0.4871356 11.3862915 35.835354 24.779339
2011-12-23 0.54955184 13.161324 35.783226 24.696358
2011-12-24 0.54633516 11.49478 35.77787 24.731441
2011-12-25 0.53673106 9.451297 35.763454 24.746655
2011-12-26 0.512433 4.818353 35.754417 24.794668
2011-12-27 0.47335476 4.6335897 35.746735 24.821365
2011-12-28 0.42284763 7.6972466 35.73751 24.780195
2011-12-29 0.3758488 6.705894 35.73519 24.814371
2011-12-30 0.36449134 9.124781 35.731945 24.926311
2011-12-31 0.30763596 10.505831 35.708916 24.843863
2012-01-01 0.25571752 9.39403 35.699284 24.825253
2012-01-02 0.23797661 8.94578 35.696125 24.848282
2012-01-03 0.22335404 8.346352 35.69275 24.813293
2012-01-04 0.28362906 6.8606133 35.693317 24.834932
